"","Bridge_ID","Built_Year","County_Code","Deck_Cond","Superstructure_Cond","Substructure_Cond","Operating_Rating"
"5791","B38004300000000",1990,75,"7","7","5",52.3
"5792","B38004400000000",1990,75,"8","8","8",71.8
"5793","B38004500000000",1991,75,"6","6","7",62.1
"5794","B38004600000000",1991,75,"7","8","8",63.7
"5795","B38004700000000",1990,75,"7","8","8",68.6
"5796","B38004800000000",1992,75,"7","8","8",81.6
"5797","B38004900000000",1993,75,"5","5","7",63.7
"5798","B38005000000000",1994,75,"6","6","8",62.1
"5799","B38005100000000",2002,75,"6","8","8",65.3
"5800","B38005200000000",1993,75,"8","8","7",70.2
"5801","B38005300000000",1992,75,"7","8","7",68.6
"5802","B38005400000000",1992,75,"8","8","8",63.7
"5803","B38005500000000",1992,75,"8","8","8",58.8
"5804","B38005700000000",1993,75,"7","8","8",67
"5805","B38005800000000",1994,75,"6","6","8",62.1
"5806","B38005900000000",1995,75,"7","7","6",55.5
"5807","B38006000000000",1995,75,"8","8","8",60.4
"5808","B38006100000000",1996,75,"7","7","7",67
"5809","B38006200000000",1995,75,"8","8","8",55.5
"5810","B38006300000000",1996,75,"8","8","8",67
"5811","B38006400000000",1995,75,"8","8","8",44.1
"5812","B38006500000000",1996,75,"6","6","5",76.7
"5813","B38006600000000",1993,75,"7","7","7",40.8
"5814","B38006800000000",1999,75,"8","8","8",58.8
"5815","B38006900000000",1995,75,"7","8","8",67
"5816","B38007000000000",1997,75,"7","8","8",49
"5817","B38007100000000",1995,75,"7","8","8",57.2
"5818","B38007200000000",1995,75,"7","8","8",57.2
"5819","B38007300000000",1993,75,"7","7","7",68.6
"5820","B38007400000000",1998,75,"7","8","5",63.7
"5821","B38007500000000",1997,75,"8","8","7",57.2
"5822","B38007600000000",1998,75,"7","7","8",68.6
"5823","B38007700000000",1998,75,"7","8","8",60.4
"5824","B38008000000000",1997,75,"7","8","8",37.6
"5825","B38008100000000",1997,75,"8","8","8",65.3
"5826","B38008200000000",1999,75,"7","7","8",68.6
"5827","B38008300000000",2006,75,"7","8","8",83.3
"5828","B38008400000000",1996,75,"8","8","8",62.1
"5829","B38008700000000",2001,75,"6","8","7",71.8
"5830","B38008900000000",2005,75,"7","8","8",84.9
"5831","B38009000000000",2005,75,"8","8","8",83.3
"5832","B38009100000000",2005,75,"7","8","8",78.4
"5833","B38009200000000",2005,75,"8","8","8",83.3
"5834","B38009300000000",2005,75,"7","8","8",83.3
"5835","B38009400000000",2005,75,"8","8","8",52.3
"5836","B38009500000000",2005,75,"8","8","8",73.5
"5837","B38009600000000",2005,75,"8","8","8",99.6
"5838","B38009700000000",2005,75,"8","8","8",99.6
"5839","B38009800000000",2003,75,"7","7","8",57.2
"5840","B38010000000000",2004,75,"7","8","8",67
"5841","B38010100000000",2009,75,"8","8","8",83.3
"5842","B38010200000000",2009,75,"8","8","8",65.3
"5843","B38010300000000",2009,75,"8","8","8",65.3
"5844","B38010400000000",2008,75,"8","8","8",83.3
"5845","B38010500000000",2009,75,"8","8","8",94.7
"5846","B38010600000000",2009,75,"8","8","8",99.9
"5847","B38010700000000",2009,75,"8","8","8",99.9
"5848","B38010800000000",2009,75,"8","8","8",99.9
"5849","B38010900000000",2009,75,"8","8","8",99.9
"5850","B38011000000000",2009,75,"8","8","8",99.9
"5851","B38011100000000",2009,75,"8","8","8",83.3
"5852","B38011200000000",2009,75,"8","8","8",84.9
"5853","B38011300000000",2009,75,"8","8","8",88.2
"5854","B38011400000000",2009,75,"8","8","8",94.7
"5855","B38013000000000",2008,75,"7","8","8",99.9
"5856","B38013100000000",2008,75,"7","8","7",84.9
"5857","B38013200000000",2008,75,"N","N","N",53.9
"5858","B38013300000000",2014,75,"8","8","8",49.2
"5859","B38013400000000",2012,75,"7","8","8",48
"5860","B38014000000000",2011,75,"7","7","8",70
"5861","B38014500000000",2014,75,"7","8","8",50.5
"5862","B38014600000000",2016,75,"7","8","8",49.6
"5863","B38015100000000",1980,75,"8","8","6",62.1
"5864","B38091000000000",1931,75,"6","5","6",91.4
"5865","B38091300000000",1920,75,"6","6","5",49
"5866","B39000400000000",1951,77,"6","7","7",50.6
"5867","B39000600000000",1959,77,"7","8","7",67
"5868","B39001000000000",1966,77,"6","6","6",47.4
"5869","B39001100000000",1966,77,"6","7","6",32.7
"5870","B39001200000000",1966,77,"4","8","6",49
"5871","B39001300000000",1932,77,"4","5","3",37.6
"5872","B39001400000000",1975,77,"5","5","6",62.1
"5873","B39001500000000",1984,77,"7","8","7",63.7
"5874","B39001600000000",1984,77,"7","7","7",57.2
"5875","B39001700000000",1983,77,"7","7","7",52.3
"5876","B39001800000000",1983,77,"7","7","7",52.3
"5877","B39001900000000",1984,77,"7","7","7",55.5
"5878","B39002000000000",1984,77,"7","7","7",52.3
"5879","B39002100000000",1984,77,"7","7","7",49
"5880","B39002200000000",1984,77,"7","7","7",58.8
"5881","B39002300000000",1985,77,"N","N","N",53.9
"5882","B39002600000000",1986,77,"6","7","7",67
"5883","B39002700000000",1986,77,"7","7","7",68.6
"5884","B39002800000000",1987,77,"7","8","7",67
"5885","B39002900000000",1987,77,"7","8","8",55.5
"5886","B39003000000000",1987,77,"7","7","7",52.3
"5887","B39003100000000",1987,77,"7","7","7",52.3
"5888","B39003200000000",1987,77,"7","7","7",60.4
"5889","B39003300000000",1987,77,"7","7","7",68.6
"5890","B39003400000000",1987,77,"6","6","7",55.5
"5891","B39003600000000",1987,77,"7","8","7",40.8
"5892","B39003700000000",1981,77,"N","N","N",53.9
"5893","B39003800000000",1982,77,"6","6","7",44.1
"5894","B39003900000000",1982,77,"7","7","7",70.2
"5895","B39004000000000",1987,77,"6","6","7",57.2
"5896","B39004100000000",1984,77,"6","8","7",39.2
"5897","B39004200000000",1984,77,"6","6","6",75.1
"5898","B39004300000000",1987,77,"5","5","8",40.8
"5899","B39004400000000",1986,77,"6","6","6",53.9
"5900","B39004500000000",1989,77,"6","6","7",58.8
"5901","B39004600000000",1989,77,"6","6","7",57.2
"5902","B39004700000000",1989,77,"7","7","7",65.3
"5903","B39004800000000",1990,77,"8","8","8",63.7
"5904","B39004900000000",1997,77,"7","7","6",53.9
"5905","B39005000000000",1997,77,"6","6","7",50.6
"5906","B39005100000000",1997,77,"7","7","6",62.1
"5907","B39005200000000",1999,77,"7","7","8",63.7
"5908","B39005300000000",2001,77,"N","N","N",53.9
"5909","B39005400000000",1999,77,"8","8","8",65.3
"5910","B39005500000000",1999,77,"8","8","8",63.7
"5911","B39005600000000",1998,77,"7","9","8",78.4
"5912","B39005700000000",2000,77,"6","8","8",71.8
"5913","B39005800000000",2001,77,"8","8","8",53.9
"5914","B39005900000000",2000,77,"7","7","8",63.7
"5915","B39006000000000",2000,77,"8","8","8",73.5
"5916","B39006100000000",2000,77,"8","8","8",63.7
"5917","B39006200000000",2002,77,"6","6","7",65.3
"5918","B39006300000000",2002,77,"7","7","8",68.6
"5919","B39006400000000",2004,77,"7","7","8",70.2
"5920","B39006500000000",2004,77,"7","7","8",58.8
"5921","B39006600000000",2004,77,"8","8","8",62.1
"5922","B39006700000000",2002,77,"8","8","8",78.4
"5923","B39006800000000",2004,77,"8","9","8",70.2
"5924","B39006900000000",2003,77,"6","6","7",58.8
"5925","B39007000000000",2004,77,"8","8","9",63.7
"5926","B39007100000000",2007,77,"8","8","8",68.6
"5927","B39007200000000",2008,77,"8","8","8",62.1
"5928","B39007300000000",2007,77,"8","8","8",57.2
"5929","B39007400000000",2014,77,"8","8","8",56.1
"5930","B39007500000000",2012,77,"7","7","8",47.3
"5931","B39007600000000",2016,77,"8","8","9",47.3
"5932","B39020300000000",1936,77,"6","5","4",58.8
"5933","B39097000000000",1948,77,"7","6","6",52.3
"5934","B39097700000000",1929,77,"5","5","4",45.7
"5935","B40000500000000",1998,79,"6","6","7",52.3
"5936","B40000700000000",1928,79,"N","N","N",53.9
"5937","B40000900000000",1955,79,"7","7","5",60.4
"5938","B40001000000000",2003,79,"7","7","7",68.6
"5939","B40001100000000",1955,79,"6","6","6",53.9
"5940","B40001200000000",1998,79,"N","N","N",53.9
"5941","B40001300000000",2000,79,"6","6","6",65.3
"5942","B40001400000000",1999,79,"7","7","6",83.3
"5943","B40001500000000",1961,79,"6","7","5",49
"5944","B40001700000000",2002,79,"7","8","7",94.7
"5945","B40001900000000",2001,79,"N","N","N",53.9
"5946","B40002000000000",1955,79,"6","7","6",60.4
"5947","B40002100000000",1955,79,"6","7","6",60.4
"5948","B40002200000000",2001,79,"N","N","N",53.9
"5949","B40002300000000",1956,79,"N","N","N",53.9
"5950","B40002600000000",1999,79,"7","8","7",65.3
"5951","B40002800000000",1957,79,"7","8","6",53.9
"5952","B40002900000000",1957,79,"7","7","6",62.1
"5953","B40003100000000",1999,79,"7","7","7",62.1
"5954","B40003200000000",1999,79,"N","N","N",53.9
"5955","B40003300000000",1956,79,"7","7","6",68.6
"5956","B40003400000000",1957,79,"7","6","5",55.5
"5957","B40003500000000",1962,79,"7","8","7",47.4
"5958","B40003700000000",1958,79,"5","5","5",47.4
"5959","B40003800000000",1958,79,"7","6","6",47.4
"5960","B40003900000000",1959,79,"7","7","6",52.3
"5961","B40004000010000",1959,79,"7","6","6",50.6
"5962","B40004000020000",1959,79,"7","6","6",50.6
"5963","B40004000030000",1959,79,"7","6","6",50.6
"5964","B40004000040000",1959,79,"7","6","6",50.6
"5965","B40004000050000",1959,79,"7","6","6",50.6
"5966","B40004100000000",1959,79,"8","8","8",50.6
"5967","B40004200000000",1959,79,"6","6","5",45.7
"5968","B40004300000000",1960,79,"7","6","6",60.4
"5969","B40004600000000",1959,79,"5","5","6",44.1
"5970","B40004700000000",1959,79,"5","5","6",52.3
"5971","B40004800000000",1959,79,"7","7","7",16.3
"5972","B40004900010000",1959,79,"8","6","6",44.1
"5973","B40004900020000",1959,79,"8","6","6",44.1
"5974","B40004900030000",1959,79,"7","6","6",44.1
"5975","B40004900040000",1959,79,"8","6","6",44.1
"5976","B40004900050000",1959,79,"7","6","6",58.8
"5977","B40004900060000",1959,79,"7","6","6",58.8
"5978","B40005000000000",1959,79,"6","6","6",57.2
"5979","B40005200000000",1958,79,"6","7","6",37.6
"5980","B40005300000000",1959,79,"8","5","6",75.1
"5981","B40005400000000",1958,79,"N","N","N",53.9
"5982","B40005500000000",1960,79,"7","6","5",88.2
"5983","B40005600000000",1958,79,"7","5","5",50.6
"5984","B40005700000000",1960,79,"7","7","6",83.3
"5985","B40005800000000",1957,79,"N","N","N",53.9
"5986","B40006000000000",1960,79,"7","5","5",60.4
"5987","B40006100000000",2002,79,"N","N","N",53.9
"5988","B40006200000000",2004,79,"7","7","7",57.2
"5989","B40006300000000",1960,79,"6","6","5",52.3
"5990","B40006400000000",1960,79,"6","6","5",57.2
"5991","B40006600000000",1959,79,"5","5","4",31
"5992","B40006700000000",1962,79,"4","5","5",42.5
"5993","B40006800000000",1964,79,"6","6","7",73.5
"5994","B40007000000000",1959,79,"6","6","6",35.9
"5995","B40007100000000",1959,79,"6","6","6",37.6
"5996","B40007200000000",1960,79,"7","5","5",70.2
"5997","B40007300000000",1960,79,"6","6","4",57.2
"5998","B40007400000000",1960,79,"7","5","5",53.9
"5999","B40007500000000",1959,79,"6","6","6",62.1
"6000","B40007600000000",1961,79,"6","5","5",60.4
"6001","B40007700000000",1960,79,"5","6","6",65.3
"6002","B40007800000000",1961,79,"7","6","5",50.6
"6003","B40007900000000",1960,79,"6","6","6",49
"6004","B40008100000000",1960,79,"5","5","5",58.8
"6005","B40008200000000",1960,79,"7","5","5",83.3
"6006","B40008300000000",1960,79,"7","5","5",83.3
"6007","B40008400000000",1961,79,"7","6","5",71.8
"6008","B40008500000000",1961,79,"7","5","5",73.5
"6009","B40008600000000",1963,79,"8","7","7",52.3
"6010","B40008700000000",1963,79,"7","7","6",40.8
"6011","B40010700000000",1961,79,"9","7","7",55.5
"6012","B40010800000000",1961,79,"9","7","6",52.3
"6013","B40011500000000",1962,79,"5","5","5",53.9
"6014","B40011600000000",1961,79,"5","6","6",53.9
"6015","B40011700000000",1961,79,"5","5","6",47.4
"6016","B40011800000000",1962,79,"5","7","5",40.8
"6017","B40011900000000",1963,79,"6","6","6",31
"6018","B40012000000000",1963,79,"6","6","6",32.7
"6019","B40012300000000",1960,79,"6","6","5",63.7
"6020","B40012400000000",1961,79,"6","7","6",65.3
"6021","B40012500000000",1963,79,"6","5","5",47.4
"6022","B40013500000000",1962,79,"7","6","6",52.3
"6023","B40013600000000",1962,79,"7","6","6",58.8
"6024","B40013800000000",1961,79,"7","7","5",86.5
"6025","B40013900000000",1961,79,"8","6","5",86.5
"6026","B40014500000000",1960,79,"7","6","5",57.2
"6027","B40014700000000",1960,79,"N","N","N",53.9
"6028","B40014800000000",1986,79,"N","N","N",53.9
"6029","B40015100000000",1963,79,"7","7","6",60.4
"6030","B40015300000000",1963,79,"4","4","5",53.9
"6031","B40015400000000",1963,79,"6","6","6",53.9
"6032","B40015500000000",1963,79,"5","5","5",65.3
"6033","B40015600000000",1963,79,"5","5","6",62.1
"6034","B40015900000000",1963,79,"5","5","6",68.6
"6035","B40016200000000",1964,79,"7","7","7",47.4
"6036","B40016300000000",1963,79,"6","7","5",65.3
"6037","B40016400000000",1963,79,"6","7","5",45.7
"6038","B40016500000000",1963,79,"7","7","7",58.8
"6039","B40016600000000",1963,79,"7","7","7",42.5
"6040","B40016700000000",1963,79,"6","6","6",47.4
"6041","B40016800000000",1962,79,"5","5","6",40.8
"6042","B40017000000000",1968,79,"7","7","6",47.4
"6043","B40017100000000",1968,79,"7","6","7",31
"6044","B40017200000000",1968,79,"7","7","6",63.7
"6045","B40017300000000",1968,79,"8","6","7",63.7
"6046","B40017400000000",1968,79,"7","7","7",40.8
"6047","B40017500000000",1968,79,"7","7","6",45.7
"6048","B40017600000000",1968,79,"6","7","6",45.4
"6049","B40017700000000",1969,79,"8","7","6",39.2
"6050","B40017800000000",1967,79,"7","5","7",62.1
"6051","B40018000000000",1967,79,"7","7","7",50.6
"6052","B40018100000000",1967,79,"7","6","7",57.2
"6053","B40018200000000",1967,79,"7","6","7",53.9
"6054","B40018300000000",1967,79,"7","7","7",47.4
"6055","B40018400000000",1967,79,"7","8","7",44.1
"6056","B40018500000000",1964,79,"4","6","5",62.1
"6057","B40018600000000",1964,79,"6","6","6",57.2
"6058","B40018700000000",1964,79,"6","6","6",62.1
"6059","B40018800000000",1966,79,"7","7","7",52.3
"6060","B40018900000000",1966,79,"5","5","5",40.8
"6061","B40019000000000",1964,79,"4","5","5",52.3
"6062","B40019100000000",1966,79,"7","6","6",70.2
"6063","B40019200000000",1966,79,"6","6","6",70.2
"6064","B40019300000000",1966,79,"7","5","5",29.4
"6065","B40019400000000",1966,79,"5","5","4",45.7
"6066","B40019500000000",1966,79,"5","5","4",45.7
"6067","B40019600000000",1966,79,"7","6","6",55.5
"6068","B40019700000000",1966,79,"7","6","6",53.9
"6069","B40019800000000",1966,79,"4","5","4",52.3
"6070","B40019900000000",2003,79,"7","8","7",63.7
"6071","B40020000000000",1966,79,"7","7","6",76.7
"6072","B40020100000000",1966,79,"7","6","6",63.7
"6073","B40020400000000",1963,79,"6","6","6",50.6
"6074","B40020600000000",1963,79,"5","6","5",47.4
"6075","B40020700000000",1964,79,"4","5","6",42.5
"6076","B40020800000000",1963,79,"7","6","5",52.3
"6077","B40020900000000",1965,79,"6","6","6",47.4
"6078","B40021000000000",1965,79,"5","5","6",45.7
"6079","B40021100000000",1965,79,"5","6","6",39.2
"6080","B40021200000000",2004,79,"N","N","N",53.9
"6081","B40021300000000",2000,79,"6","7","8",47.4
"6082","B40021400000000",2001,79,"7","8","7",49
"6083","B40021500000000",1967,79,"6","5","6",44.1
"6084","B40021600000000",2000,79,"6","7","7",70.2
"6085","B40021700000000",2001,79,"6","7","7",71.8
"6086","B40021800000000",2002,79,"7","7","7",67
"6087","B40022900000000",1971,79,"N","N","N",53.9
"6088","B40024700000000",1964,79,"7","7","6",47.4
"6089","B40024800000000",1964,79,"8","5","5",49
"6090","B40024900000000",1964,79,"7","5","5",49
"6091","B40025000000000",1964,79,"5","5","5",42.5
"6092","B40025100000000",1964,79,"5","5","5",44.1
"6093","B40025200000000",1964,79,"4","4","4",44.1
"6094","B40025300000000",1964,79,"5","6","5",44.1
"6095","B40025400000000",1964,79,"5","5","6",42.5
"6096","B40025500000000",1964,79,"4","5","5",53.9
"6097","B40025600000000",1964,79,"4","5","5",52.3
"6098","B40025900000000",1967,79,"6","6","6",40.8
"6099","B40026000000000",1965,79,"6","6","6",57.2
"6100","B40026100000000",1965,79,"6","6","6",52.3
"6101","B40026200000000",1965,79,"6","5","7",62.1
"6102","B40026300000000",1966,79,"6","6","7",52.3
"6103","B40026500000000",1963,79,"7","7","7",73.5
"6104","B40027100000000",1966,79,"7","7","7",44.1
"6105","B40027200000000",1965,79,"7","5","7",44.1
"6106","B40027300000000",1965,79,"4","4","7",52.3
"6107","B40027400000000",1965,79,"7","7","7",47.4
"6108","B40027500000000",1965,79,"7","7","7",44.1
"6109","B40027600000000",1966,79,"7","7","7",42.5
"6110","B40027700000000",1966,79,"7","7","7",49
"6111","B40027800000000",1966,79,"6","5","6",50.6
"6112","B40027900000000",1966,79,"6","5","5",49
"6113","B40028000000000",1965,79,"4","5","5",39.2
"6114","B40028100000000",1965,79,"4","5","6",39.2
"6115","B400285022A0000",1968,79,"7","7","6",44.1
"6116","B400285022B0000",1968,79,"7","7","7",42.5
"6117","B400285023A0000",1968,79,"7","7","7",49
"6118","B400285023B0000",1968,79,"7","7","7",63.7
"6119","B400285025A0000",1968,79,"7","7","7",57.2
"6120","B400285025B0000",1968,79,"7","7","7",67
"6121","B400285025C0000",1968,79,"7","7","7",53.9
"6122","B400285025D0000",1968,79,"7","7","7",53.9
"6123","B400285027A0000",1968,79,"7","7","6",49
"6124","B400285027B0000",1968,79,"7","6","7",49
"6125","B400285027C0000",1968,79,"7","7","6",49
"6126","B400285027D0000",1968,79,"7","7","6",49
"6127","B400285027G0000",1968,79,"6","6","5",73.5
"6128","B400285027H0000",1968,79,"6","5","5",63.7
"6129","B400285027I0000",1968,79,"6","5","6",57.2
"6130","B400285027J0000",1968,79,"6","5","6",42.5
"6131","B40028527E10000",1968,79,"7","7","6",49
"6132","B40028527E20000",1968,79,"7","6","7",67
"6133","B40028527F10000",1968,79,"7","7","6",49
"6134","B40028527F20000",1968,79,"6","6","7",55.5
"6135","B40028600210000",1969,79,"8","8","7",49
"6136","B40028600260000",1969,79,"8","7","8",49
"6137","B400286024A0000",1968,79,"7","7","6",49
"6138","B400286024B0000",1968,79,"7","6","6",49
"6139","B400286024C0000",1968,79,"8","7","7",49
"6140","B400286024D0000",1968,79,"7","8","7",53.9
"6141","B40028700000000",2006,79,"7","8","8",70.2
"6142","B40029200000000",1968,79,"5","5","5",49
"6143","B40029300000000",1968,79,"6","6","6",49
"6144","B40029400000000",1968,79,"6","6","5",55.5
"6145","B40029500000000",1968,79,"6","6","5",55.5
"6146","B40029600000000",1964,79,"N","N","N",53.9
"6147","B40029900000000",1964,79,"N","N","N",53.9
"6148","B40030000000000",1965,79,"5","5","6",50.6
"6149","B40030100000000",1965,79,"5","5","6",40.8
"6150","B40030200000000",1965,79,"5","5","6",39.2
"6151","B40030300000000",1965,79,"5","5","6",53.9
"6152","B40030400000000",1966,79,"7","6","5",42.5
"6153","B40030500000000",1966,79,"6","6","5",44.1
"6154","B40031400000000",1966,79,"N","N","N",53.9
"6155","B40031800000000",1968,79,"5","5","6",49
"6156","B40031900000000",1968,79,"5","5","6",49
"6157","B40032000000000",1968,79,"N","N","N",53.9
"6158","B40032100000000",1966,79,"N","N","N",53.9
"6159","B40032200000000",1966,79,"6","5","6",71.8
"6160","B40032300000000",1966,79,"5","5","6",45.7
"6161","B40032400000000",1966,79,"6","6","6",49
"6162","B40032500000000",1967,79,"6","6","6",58.8
"6163","B40032600000000",1967,79,"6","6","7",58.8
"6164","B40032800000000",1967,79,"8","8","7",47.4
"6165","B40033000000000",1967,79,"5","5","6",53.9
"6166","B40033100000000",1967,79,"6","6","6",57.2
"6167","B40033200000000",1967,79,"6","6","6",57.2
"6168","B40033300000000",1967,79,"7","6","5",53.9
"6169","B40033400000000",1967,79,"6","5","5",58.8
"6170","B40033500000000",1966,79,"5","5","5",42.5
"6171","B40033600000000",1967,79,"5","5","6",50.6
"6172","B40033700000000",1967,79,"7","7","6",50.6
"6173","B40033800000000",1967,79,"5","5","5",45.7
"6174","B40033900000000",1968,79,"5","5","5",50.6
"6175","B40034000000000",1968,79,"4","4","4",52.3
"6176","B40034100000000",1968,79,"6","6","6",40.8
"6177","B40034400000000",1968,79,"5","5","6",57.2
"6178","B40034500000000",1968,79,"5","5","6",57.2
"6179","B40034600000000",1967,79,"7","6","6",47.4
"6180","B40034700000000",1967,79,"7","6","6",47.4
"6181","B40034800000000",1967,79,"6","5","4",58.8
"6182","B40034900000000",1967,79,"5","5","4",58.8
"6183","B40035000000000",1967,79,"6","7","6",63.7
"6184","B40035100000000",1967,79,"7","6","6",53.9
"6185","B40035400000000",1967,79,"6","5","5",60.4
"6186","B40035500000000",1967,79,"5","5","5",58.8
"6187","B40035600000000",1967,79,"8","6","6",49
"6188","B40035700000000",1967,79,"8","7","6",50.6
"6189","B40035800000000",1967,79,"7","7","6",50.6
"6190","B40035900000000",1967,79,"7","7","7",52.3
"6191","B40036000000000",1967,79,"6","5","6",40.8
"6192","B40036300000000",1967,79,"7","6","6",50.6
"6193","B40036400000000",1967,79,"7","6","6",50.6
"6194","B40036500000000",1967,79,"7","7","7",50.6
"6195","B40036600000000",1967,79,"7","7","7",50.6
"6196","B40036900000000",1967,79,"5","5","5",47.4
"6197","B40037000000000",1969,79,"N","N","N",32.7
"6198","B40037100000000",1972,79,"N","N","N",53.9
"6199","B40037200000000",1967,79,"7","7","7",42.5
"6200","B40037300000000",1967,79,"7","7","6",44.1
"6201","B40037400000000",1967,79,"7","7","6",37.6
"6202","B40037500000000",1967,79,"7","7","6",37.6
"6203","B40037600000000",1968,79,"6","6","7",63.7
"6204","B40037700000000",1967,79,"7","8","8",65.3
"6205","B40037800000000",1968,79,"7","7","7",76.7
"6206","B40038000000000",1969,79,"5","7","6",60.4
"6207","B40038100000000",1969,79,"4","7","7",63.7
"6208","B40038600000000",1968,79,"N","N","N",53.9
"6209","B40038700000000",1968,79,"5","5","6",50.6
"6210","B40038900000000",1968,79,"N","N","N",53.9
"6211","B40039000000000",1968,79,"N","N","N",53.9
"6212","B40039200000000",1968,79,"7","7","6",58.8
"6213","B40039300000000",2001,79,"7","8","8",49
"6214","B40039400000000",2001,79,"7","8","8",49
"6215","B40039500000000",2000,79,"6","8","7",68.6
"6216","B40039600000000",2000,79,"6","8","7",63.7
"6217","B40039700000000",2000,79,"7","7","7",78.4
"6218","B40039800000000",2000,79,"7","7","7",78.4
"6219","B40039900000000",2001,79,"7","8","8",67
"6220","B400400001A0000",1974,79,"8","6","6",50.6
"6221","B400400001B0000",1974,79,"8","6","6",50.6
"6222","B400400001C0000",1975,79,"5","6","7",62.1
"6223","B400400001D0000",1975,79,"5","5","6",60.4
"6224","B400400002A0000",1975,79,"6","5","7",65.3
"6225","B400400002B0000",1975,79,"6","6","7",60.4
"6226","B400400002C0000",1974,79,"6","6","8",63.7
"6227","B400400002D0000",1975,79,"6","6","8",71.8
"6228","B400400002E0000",1975,79,"6","6","6",71.8
"6229","B400400002F0000",1975,79,"6","5","7",71.8
"6230","B400400003A0000",1974,79,"7","6","8",58.8
"6231","B400400003B0000",1974,79,"7","6","8",50.6
"6232","B400400003C0000",1974,79,"7","7","8",49
"6233","B400400004A0000",1974,79,"6","6","7",58.8
"6234","B400400004B0000",1974,79,"7","7","7",58.8
"6235","B400400004C0000",1974,79,"7","6","8",60.4
"6236","B400400004D0000",1974,79,"7","6","7",55.5
"6237","B400400005A0000",1974,79,"7","7","6",78.4
"6238","B400400005B0000",1974,79,"6","6","7",57.2
"6239","B400400005C0000",1974,79,"7","6","7",50.6
"6240","B400400005D0000",1975,79,"6","6","8",47.4
"6241","B400400005E0000",1985,79,"6","6","7",57.2
"6242","B400400006A0000",1974,79,"8","7","7",75.1
"6243","B400400006B0000",1974,79,"8","7","6",75.1
"6244","B400400006C0000",1975,79,"5","6","7",53.9
"6245","B400400006D0000",1975,79,"5","6","7",55.5
"6246","B400400007A0000",1975,79,"5","5","6",62.1
"6247","B400400007B0000",1975,79,"7","7","6",42.5
"6248","B400400008A0000",1974,79,"6","6","8",52.3
"6249","B400400008B0000",1974,79,"6","6","7",62.1
"6250","B400400008C0000",1974,79,"7","6","8",99.9
"6251","B40040000S80000",1977,79,"7","7","7",65.3
"6252","B40040000S90000",1977,79,"7","7","7",73.5
"6253","B40040001AA0000",1975,79,"6","6","7",40.8
"6254","B40040001BB0000",1975,79,"5","5","7",53.9
"6255","B4004000N2A0000",1974,79,"8","7","7",53.9
"6256","B4004000N2B0000",1974,79,"8","8","6",53.9
"6257","B4004000N3A0000",1974,79,"8","7","7",53.9
"6258","B4004000N3B0000",1974,79,"8","8","7",53.9
"6259","B4004000N4A0000",1974,79,"8","7","7",53.9
"6260","B4004000N4B0000",1974,79,"8","8","7",53.9
"6261","B4004000S100000",1977,79,"7","7","7",75.1
"6262","B4004000S110000",1977,79,"7","7","7",73.5
"6263","B4004000S120000",1977,79,"7","7","7",71.8
"6264","B4004000S130000",1977,79,"7","7","7",71.8
"6265","B4004000S140000",1977,79,"7","7","7",68.6
"6266","B4004000S150000",1977,79,"7","7","7",65.3
"6267","B4004000S160000",1977,79,"7","7","7",73.5
"6268","B4004000S170000",1977,79,"7","7","7",67
"6269","B4004000S180000",1977,79,"7","7","7",67
"6270","B4004000S190000",1977,79,"7","7","7",76.7
"6271","B4004000S200000",1977,79,"8","8","7",57.2
"6272","B4004000S210000",1977,79,"8","8","7",76.7
"6273","B4004000S220000",1977,79,"7","7","7",78.4
"6274","B4004000S230000",1977,79,"8","8","7",52.3
"6275","B4004000S240000",1977,79,"7","7","7",62.1
"6276","B4004000S2A0000",1974,79,"9","7","7",53.9
"6277","B4004000S2B0000",1974,79,"8","7","6",55.5
"6278","B4004000S3A0000",1974,79,"8","7","7",53.9
"6279","B4004000S3B0000",1974,79,"8","7","6",53.9
"6280","B4004000S4A0000",1974,79,"8","7","7",53.9
"6281","B4004000S4B0000",1974,79,"8","7","6",53.9
"6282","B4004000S5A0000",1974,79,"7","7","7",88.2
"6283","B4004000S5B0000",1974,79,"8","6","7",88.2
"6284","B4004000S6A0000",1974,79,"7","7","7",81.6
"6285","B4004000S6B0000",1974,79,"8","7","7",81.6
"6286","B4004000S7A0000",1974,79,"7","7","7",75.1
"6287","B4004000S7B0000",1974,79,"8","7","7",75.1
"6288","B40040100000000",2001,79,"8","8","7",53.9
"6289","B40040200000000",1971,79,"5","4","5",35.9
"6290","B40040300000000",2001,79,"7","7","7",40.8
"6291","B40040400000000",1969,79,"7","7","7",55.5
"6292","B40040600000000",1972,79,"8","7","7",73.5
"6293","B40040800000000",1970,79,"N","N","N",53.9
"6294","B40040900000000",1969,79,"N","N","N",53.9
"6295","B40041000000000",1969,79,"N","N","N",53.9
"6296","B40041100000000",1972,79,"N","N","N",53.9
"6297","B40041200000000",2001,79,"8","8","7",76.7
"6298","B400413000A0000",2002,79,"7","7","7",49
"6299","B400413000B0000",2002,79,"7","7","7",68.6
"6300","B400414000A0000",2002,79,"7","7","7",49
"6301","B400414000B0000",2002,79,"7","7","7",49
"6302","B400414000C0000",2002,79,"7","7","7",49
"6303","B40041500000000",2002,79,"N","N","N",53.9
"6304","B40042900000000",1983,79,"6","6","5",63.7
"6305","B40043300000000",1973,79,"6","6","6",99.9
